campaign_id,title,edge_family,definition_path,authored_status,authored_decision,governance_contract_version,lifecycle_state,lifecycle_reason,variant_count,attempt_count,run_count,latest_updated_at
es_profile_aoi_footprint_trap_confluence,ES Profile-AOI Footprint Trap Confluence,market_generated_aoi_profile_confluence_with_footprint_absorption,research/campaigns/archive/es_profile_aoi_footprint_trap_confluence/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,5,0,
es_quarterly_expiration_pressure,,,research/campaigns/archive/es_quarterly_expiration_pressure/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,15,0,
es_range_compression_breakout,,,research/campaigns/archive/es_range_compression_breakout/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,13,0,
es_range_compression_orderflow_breakout,ES Range Compression Breakout with Aggregate Orderflow Confirmation,range_compression_orderflow_breakout,research/campaigns/archive/es_range_compression_orderflow_breakout/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,15,0,
es_realized_jump_variation_premium,,,research/campaigns/archive/es_realized_jump_variation_premium/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,15,0,
es_realized_semivariance_asymmetry,,,research/campaigns/archive/es_realized_semivariance_asymmetry/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,15,0,
es_realized_skewness_reversal,,,research/campaigns/archive/es_realized_skewness_reversal/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,15,0,
es_realized_vol_of_vol_state,,,research/campaigns/archive/es_realized_vol_of_vol_state/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,13,0,
es_rolling_range_orderflow_sweep_reversal,ES rolling intraday range sweep-reclaim with aggregate orderflow absorption,rolling_range_orderflow_sweep_reversal,research/campaigns/archive/es_rolling_range_orderflow_sweep_reversal/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,15,0,
es_rolling_stat_envelope_orderflow_reversion,ES Rolling Statistical Envelope Orderflow Reversion,rolling_stat_envelope_orderflow_reversion,research/campaigns/archive/es_rolling_stat_envelope_orderflow_reversion/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,15,0,
es_round_number_barrier_reaction,,,research/campaigns/archive/es_round_number_barrier_reaction/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,13,0,
es_round_number_orderflow_barrier,,,research/campaigns/archive/es_round_number_orderflow_barrier/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,13,0,
es_rth_intraday_risk_premium,,,research/campaigns/archive/es_rth_intraday_risk_premium/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,13,0,
es_sector_dispersion_state,ES Realized Cross-Sector Dispersion State,,research/campaigns/archive/es_sector_dispersion_state/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,13,0,
es_sector_opening_breadth_orderflow_continuation,ES Sector Opening Breadth Orderflow Continuation,,research/campaigns/archive/es_sector_opening_breadth_orderflow_continuation/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,11,0,
es_sector_rotation_orderflow_pullback,ES Sector-Rotation Gated Orderflow Pullback,,research/campaigns/archive/es_sector_rotation_orderflow_pullback/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,11,0,
es_sector_rotation_risk_appetite,ES Sector-Rotation Risk-Appetite Intraday,,research/campaigns/archive/es_sector_rotation_risk_appetite/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,13,0,
es_semivariance_orderflow_confirmation,ES Realized Semivariance With Price and Orderflow Confirmation,realized_semivariance_orderflow_confirmation,research/campaigns/archive/es_semivariance_orderflow_confirmation/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,14,0,
es_session_extreme_delta_divergence,ES Session-Extreme Cumulative-Delta Divergence,session_extreme_delta_divergence,research/campaigns/archive/es_session_extreme_delta_divergence/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,15,0,
es_session_open_orderflow_reclaim,ES Session Open Orderflow Reclaim,session_open_orderflow_reclaim,research/campaigns/archive/es_session_open_orderflow_reclaim/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,15,0,
es_signed_orderflow_persistence,ES Signed Orderflow Persistence,,research/campaigns/archive/es_signed_orderflow_persistence/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,15,0,
es_spx_0dte_expiration_pressure,ES SPX 0DTE Expiration Pressure,,research/campaigns/archive/es_spx_0dte_expiration_pressure/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,14,0,
es_spx_0dte_orderflow_continuation,ES SPX 0DTE Orderflow-Confirmed Continuation,,research/campaigns/archive/es_spx_0dte_orderflow_continuation/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,15,0,
es_spx_0dte_trend_aligned_pressure,ES SPX 0DTE Trend-Aligned Calendar Pressure,,research/campaigns/archive/es_spx_0dte_trend_aligned_pressure/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,15,0,
es_spy_turnover_orderflow_attention,ES SPY Turnover Orderflow Attention,,research/campaigns/archive/es_spy_turnover_orderflow_attention/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,11,0,
es_term_structure_lead_lag_feedback,,,research/campaigns/archive/es_term_structure_lead_lag_feedback/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,15,0,
es_tpo_value_edge_auction_rejection,ES Completed-Bar TPO Value-Edge Auction Rejection,completed_bar_tpo_value_edge_auction_rejection,research/campaigns/archive/es_tpo_value_edge_auction_rejection/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,5,0,
es_trade_fragmentation_liquidity_reversion,ES Trade Fragmentation Liquidity Reversion,,research/campaigns/archive/es_trade_fragmentation_liquidity_reversion/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,15,0,
es_trade_size_stealth_orderflow,ES Trade-Size Segmented Stealth Orderflow,,research/campaigns/archive/es_trade_size_stealth_orderflow/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,15,0,
es_treasury_auction_pressure,ES Treasury Auction Pressure,,research/campaigns/archive/es_treasury_auction_pressure/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,15,0,
es_treasury_rate_orderflow_confirmation,ES Treasury Rate Orderflow Confirmation,,research/campaigns/archive/es_treasury_rate_orderflow_confirmation/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,11,0,
es_treasury_rate_shock_intraday,ES Treasury Rate Shock Intraday,,research/campaigns/archive/es_treasury_rate_shock_intraday/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,15,0,
es_trend_aligned_orderflow_continuation,ES multi-timeframe price-action trend aligned with aggregate orderflow continuation,trend_aligned_orderflow_continuation,research/campaigns/archive/es_trend_aligned_orderflow_continuation/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,15,0,
es_trend_filtered_mes_participation_crowding,ES trend-filtered MES participation crowding reversion,,research/campaigns/archive/es_trend_filtered_mes_participation_crowding/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,13,0,
es_trend_filtered_prior_session_breakout_orderflow,ES Trend-Filtered Prior Session Breakout With Aggregate Orderflow,trend_filtered_prior_session_breakout_orderflow,research/campaigns/archive/es_trend_filtered_prior_session_breakout_orderflow/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,15,0,
es_trend_filtered_prior_value_area_acceptance_orderflow,ES Trend-Filtered Prior Value-Area Acceptance With Aggregate Orderflow,trend_filtered_prior_value_area_acceptance_orderflow,research/campaigns/archive/es_trend_filtered_prior_value_area_acceptance_orderflow/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,15,0,
es_trend_orderflow_prior_day_stop_reclaim,ES Trend-Filtered Prior-Day Stop-Run Reclaim With Absorbed Aggregate Orderflow,trend_orderflow_prior_day_stop_reclaim,research/campaigns/archive/es_trend_orderflow_prior_day_stop_reclaim/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,10,0,
es_true_vap_aoi_breakout_continuation,ES True Volume-at-Price AOI Breakout Continuation,true_vap_aoi_breakout_continuation_with_completed_orderflow,research/campaigns/archive/es_true_vap_aoi_breakout_continuation/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,7,0,
es_true_vap_market_aoi_footprint_trap_reversion,ES True VAP Market AOI Footprint Trap Reversion,true_vap_market_aoi_footprint_absorption_trap_reversion,research/campaigns/archive/es_true_vap_market_aoi_footprint_trap_reversion/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,5,0,
es_true_vap_value_area_orderflow_acceptance,ES True VAP Value-Area Orderflow Acceptance,true_volume_profile_value_acceptance_orderflow,research/campaigns/archive/es_true_vap_value_area_orderflow_acceptance/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,8,8,0,
es_turn_of_month_seasonality,ES Turn-of-Month Seasonality,,research/campaigns/archive/es_turn_of_month_seasonality/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,15,0,
es_turn_of_year_effect,,,research/campaigns/archive/es_turn_of_year_effect/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,15,0,
es_usdjpy_safe_haven_spillover,ES USD/JPY Safe-Haven Spillover,,research/campaigns/archive/es_usdjpy_safe_haven_spillover/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,15,0,
es_variance_ratio_orderflow_regime,ES variance-ratio serial-dependence regime with aggregate orderflow confirmation,,research/campaigns/archive/es_variance_ratio_orderflow_regime/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,13,0,
es_variance_risk_premium_intraday,,,research/campaigns/archive/es_variance_risk_premium_intraday/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,15,0,
es_video_aoi_lvn_orderflow_playbook,ES Video AOI LVN Orderflow Playbook,video_aoi_volume_profile_orderflow_range_and_trend_playbook,research/campaigns/archive/es_video_aoi_lvn_orderflow_playbook/campaign.yaml,,,0,review_queue,"run evidence is incomplete, ambiguous, or errored",5,164,4,2026-07-14T13:04:17
es_vix_expiration_pressure,,,research/campaigns/archive/es_vix_expiration_pressure/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,15,0,
es_vix_term_structure_orderflow_pullback,ES VIX Term-Structure State With VWAP/Orderflow Pullback Confirmation,,research/campaigns/archive/es_vix_term_structure_orderflow_pullback/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,15,0,
es_vol_filtered_mes_trend_aoi_pullback,ES Vol-Filtered MES Trend AOI Pullback,volatility_gated_trend_aligned_mes_crowding_pullbacks_at_market_generated_and_true_vap_aois,research/campaigns/archive/es_vol_filtered_mes_trend_aoi_pullback/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,8,8,0,
es_volatility_managed_intraday_premium,,,research/campaigns/archive/es_volatility_managed_intraday_premium/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,15,0,
es_volume_shock_liquidity_reversal,ES Volume-Shock Liquidity Reversal,,research/campaigns/archive/es_volume_shock_liquidity_reversal/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,15,0,
es_vpin_toxicity_continuation,ES VPIN Toxicity Continuation,,research/campaigns/archive/es_vpin_toxicity_continuation/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,14,0,
es_vvix_tail_risk_intraday,ES VVIX Tail Risk Intraday,,research/campaigns/archive/es_vvix_tail_risk_intraday/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,15,0,
es_vwap_deviation_orderflow_reversion,ES VWAP Deviation Orderflow Reversion,,research/campaigns/archive/es_vwap_deviation_orderflow_reversion/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,15,0,
es_vwap_orderflow_pullback_continuation,ES VWAP pullback continuation with aggregate orderflow confirmation,vwap_orderflow_pullback_continuation,research/campaigns/archive/es_vwap_orderflow_pullback_continuation/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,15,0,
es_vwap_pullback_continuation,ES VWAP Pullback Continuation,,research/campaigns/archive/es_vwap_pullback_continuation/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,17,0,
es_wide_range_orderflow_continuation,ES wide-range bar continuation with aggregate orderflow confirmation,wide_range_orderflow_continuation,research/campaigns/archive/es_wide_range_orderflow_continuation/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,15,0,
nq_20_80_price_ending_barrier,NQ 20/80 terminal price-ending reactions filtered by completed pivot market structure,nq_20_80_price_ending_barrier,research/campaigns/archive/nq_20_80_price_ending_barrier/campaign.yaml,completed_failed_density,FAIL,0,closed,authored or generated campaign decision is terminal FAIL,5,0,0,
nq_52week_anchor_momentum,NQ 52-Week Anchor Momentum,,research/campaigns/archive/nq_52week_anchor_momentum/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,10,0,
nq_ai_gpr_geopolitical_risk_state,NQ AI-GPR Geopolitical Risk State,ai_gpr_geopolitical_risk_state,research/campaigns/archive/nq_ai_gpr_geopolitical_risk_state/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,5,0,
nq_amihud_illiquidity_price_impact,NQ Amihud Illiquidity Price Impact,,research/campaigns/archive/nq_amihud_illiquidity_price_impact/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,5,0,
nq_aqr_bab_factor_state,,,research/campaigns/archive/nq_aqr_bab_factor_state/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,5,0,
nq_archive_intraday_momentum_retest,NQ archived intraday momentum retest,archive_nq_intraday_return_priority_and_morning_strength,research/campaigns/archive/nq_archive_intraday_momentum_retest/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,5,0,
nq_archive_range_compression_retest,NQ archived range compression retest,archive_nq_nr7_or30_and_inside_nr4_breakout,research/campaigns/archive/nq_archive_range_compression_retest/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,5,0,
nq_bank_credit_supply_state,NQ Bank Credit Supply State,,research/campaigns/archive/nq_bank_credit_supply_state/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,5,0,
nq_bankruptcy_distress_regime_reversion,NQ Bankruptcy Distress Regime Reversion,,research/campaigns/archive/nq_bankruptcy_distress_regime_reversion/campaign.yaml,failed_pre_pnl_density_screen,FAIL,0,closed,authored or generated campaign decision is terminal FAIL,5,0,0,
nq_bls_macro_release_day_drift,NQ BLS Macro Release-Day Drift,,research/campaigns/archive/nq_bls_macro_release_day_drift/campaign.yaml,,FAIL,0,closed,authored or generated campaign decision is terminal FAIL,5,0,0,
nq_btc_crypto_risk_sentiment,NQ BTC Crypto Risk Sentiment,btc_crypto_risk_sentiment_spillover,research/campaigns/archive/nq_btc_crypto_risk_sentiment/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,5,0,
nq_calendar_weekday_bias,NQ Calendar Weekday Bias,,research/campaigns/archive/nq_calendar_weekday_bias/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,5,0,
nq_cboe_implied_correlation_intraday,NQ Cboe Implied Correlation Intraday,,research/campaigns/archive/nq_cboe_implied_correlation_intraday/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,5,0,
nq_cboe_put_call_sentiment_intraday,NQ Cboe Put/Call Sentiment Intraday,,research/campaigns/archive/nq_cboe_put_call_sentiment_intraday/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,5,0,
nq_cboe_skew_tail_risk_intraday,NQ Cboe SKEW Tail Risk Intraday,,research/campaigns/archive/nq_cboe_skew_tail_risk_intraday/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,5,0,
nq_cboe_vix_level_state_intraday,NQ Cboe VIX Level State Intraday,,research/campaigns/archive/nq_cboe_vix_level_state_intraday/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,5,0,
nq_cboe_vix_term_structure_intraday,NQ Cboe VIX Term Structure Intraday,,research/campaigns/archive/nq_cboe_vix_term_structure_intraday/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,5,0,
nq_cboe_vxn_vix_dispersion_intraday,NQ Cboe VXN/VIX Dispersion Intraday,,research/campaigns/archive/nq_cboe_vxn_vix_dispersion_intraday/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,5,0,
nq_cftc_tff_hedging_pressure,NQ CFTC TFF Hedging Pressure,,research/campaigns/archive/nq_cftc_tff_hedging_pressure/campaign.yaml,failed_pre_pnl_density,FAIL,0,closed,authored or generated campaign decision is terminal FAIL,5,0,0,
nq_chartfanatics_amd_fomc_distribution,NQ ChartFanatics AMD FOMC Distribution,chartfanatics_amd_fomc_distribution,research/campaigns/archive/nq_chartfanatics_amd_fomc_distribution/campaign.yaml,completed,FAIL,0,closed,authored or generated campaign decision is terminal FAIL,5,0,0,
nq_chartfanatics_daily_bollinger_environment,NQ Chart Fanatics daily Bollinger environment,nq_chartfanatics_daily_bollinger_environment,research/campaigns/archive/nq_chartfanatics_daily_bollinger_environment/campaign.yaml,completed_failed_density,FAIL,0,closed,authored or generated campaign decision is terminal FAIL,5,0,0,
nq_chartfanatics_jadecap_session_liquidity_fvg,NQ ChartFanatics JadeCap Session Liquidity FVG Reversal,pre_rth_session_liquidity_sweep_fvg_reversal,research/campaigns/archive/nq_chartfanatics_jadecap_session_liquidity_fvg/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,5,0,
nq_chartfanatics_liquidity_inversion_fvg,NQ Chart Fanatics Liquidity Inversion FVG,nq_chartfanatics_liquidity_inversion_fvg,research/campaigns/archive/nq_chartfanatics_liquidity_inversion_fvg/campaign.yaml,completed,FAIL,0,closed,authored or generated campaign decision is terminal FAIL,5,0,0,
nq_chartfanatics_london_trident_fvg_continuation,NQ ChartFanatics London Trident FVG Continuation,chartfanatics_london_trident_fvg_continuation,research/campaigns/archive/nq_chartfanatics_london_trident_fvg_continuation/campaign.yaml,completed,FAIL,0,closed,authored or generated campaign decision is terminal FAIL,5,0,0,
nq_chartfanatics_measured_move_pullback,NQ Chart Fanatics measured-move pullback continuation,nq_chartfanatics_measured_move_pullback,research/campaigns/archive/nq_chartfanatics_measured_move_pullback/campaign.yaml,completed_failed_density,FAIL,0,closed,authored or generated campaign decision is terminal FAIL,5,0,0,
nq_chartfanatics_smt_po3_midpoint_reversion,NQ Chart Fanatics SMT PO3 Midpoint Reversion,nq_chartfanatics_smt_po3_midpoint_reversion,research/campaigns/archive/nq_chartfanatics_smt_po3_midpoint_reversion/campaign.yaml,completed,FAIL,0,closed,authored or generated campaign decision is terminal FAIL,5,0,0,
nq_chartfanatics_weekly_stage_breakout_bias,NQ ChartFanatics Weekly Stage 2 Breakout Bias,weekly_stage2_trend_bias_intraday_continuation,research/campaigns/archive/nq_chartfanatics_weekly_stage_breakout_bias/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,5,0,
nq_chicagofed_cfnai_activity_pullback,NQ Chicago Fed CFNAI Activity Pullback,,research/campaigns/archive/nq_chicagofed_cfnai_activity_pullback/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,5,0,
nq_china_tech_risk_sentiment,NQ China Tech Risk Sentiment,china_tech_risk_sentiment,research/campaigns/archive/nq_china_tech_risk_sentiment/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,5,0,
nq_connors_rsi2_mean_reversion,NQ Connors RSI2 Intraday Mean Reversion,connors_rsi2_mean_reversion,research/campaigns/archive/nq_connors_rsi2_mean_reversion/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,5,0,
nq_consumer_credit_state,NQ Consumer Credit State,,research/campaigns/archive/nq_consumer_credit_state/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,5,0,
nq_consumer_sentiment_state_intraday,NQ Consumer Sentiment State Intraday,,research/campaigns/archive/nq_consumer_sentiment_state_intraday/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,5,0,
nq_copper_growth_risk_sentiment,NQ Copper Growth/Risk Sentiment,copper_industrial_growth_risk_sentiment,research/campaigns/archive/nq_copper_growth_risk_sentiment/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,5,0,
nq_corporate_equity_supply_state,NQ Corporate Equity Supply State,corporate_equity_supply_state,research/campaigns/archive/nq_corporate_equity_supply_state/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,5,0,
nq_corporate_profitability_state,NQ Corporate Profitability State,,research/campaigns/archive/nq_corporate_profitability_state/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,5,0,
nq_credit_etf_orderflow_risk_appetite,NQ Credit ETF Orderflow Risk-Appetite,,research/campaigns/archive/nq_credit_etf_orderflow_risk_appetite/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,5,0,
nq_credit_quality_stress_state,NQ Credit Quality Stress State,,research/campaigns/archive/nq_credit_quality_stress_state/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,5,0,
nq_daily_reversal_orderflow_confirmation,NQ Daily Reversal With Aggregate Orderflow Confirmation,daily_reversal_orderflow_confirmation,research/campaigns/archive/nq_daily_reversal_orderflow_confirmation/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,5,0,
nq_daily_short_term_reversal,NQ Daily Short-Term Return Reversal,,research/campaigns/archive/nq_daily_short_term_reversal/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,5,0,
nq_daily_time_series_momentum,NQ Daily Time-Series Momentum,,research/campaigns/archive/nq_daily_time_series_momentum/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,5,0,
nq_day_of_week_seasonality,NQ Day-of-Week Seasonality,,research/campaigns/archive/nq_day_of_week_seasonality/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,5,0,
nq_default_spread_orderflow_risk_premium,NQ Default-Spread Orderflow Risk-Premium,,research/campaigns/archive/nq_default_spread_orderflow_risk_premium/campaign.yaml,failed,FAIL,0,closed,authored or generated campaign decision is terminal FAIL,5,0,0,
nq_dollar_risk_appetite_intraday,NQ Dollar Risk-Appetite Intraday Spillover,,research/campaigns/archive/nq_dollar_risk_appetite_intraday/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,5,0,
nq_ema_pullback_orderflow_continuation,NQ EMA Pullback Continuation With Aggregate Orderflow,ema_pullback_orderflow_continuation,research/campaigns/archive/nq_ema_pullback_orderflow_continuation/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,5,0,
nq_emv_macro_news_intraday,NQ EMV Macro-News Intraday,,research/campaigns/archive/nq_emv_macro_news_intraday/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,5,0,
nq_epu_policy_uncertainty_intraday,NQ EPU Policy Uncertainty Intraday,,research/campaigns/archive/nq_epu_policy_uncertainty_intraday/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,5,0,
nq_es_cross_index_lead_lag,NQ ES Cross-Index Lead-Lag Catch-Up,,research/campaigns/archive/nq_es_cross_index_lead_lag/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,5,0,
nq_es_relative_value_orderflow_absorption_reversion,NQ/ES Relative-Value Reversion With NQ Orderflow Absorption,cross_index_relative_value_orderflow_absorption_reversion,research/campaigns/archive/nq_es_relative_value_orderflow_absorption_reversion/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,5,0,
nq_europe_equity_close_spillover,NQ Europe Equity Close Spillover,europe_equity_close_spillover,research/campaigns/archive/nq_europe_equity_close_spillover/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,5,0,
nq_fama_french_style_factor_rotation,NQ Fama-French Style Factor Rotation,fama_french_style_factor_rotation,research/campaigns/archive/nq_fama_french_style_factor_rotation/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,5,0,
nq_finra_margin_leverage,NQ FINRA Margin Leverage State,,research/campaigns/archive/nq_finra_margin_leverage/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,5,0,
nq_fiscal_deficit_treasury_supply_state,NQ Fiscal Deficit Treasury Supply State,,research/campaigns/archive/nq_fiscal_deficit_treasury_supply_state/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,5,0,
nq_fomc_pre_announcement_drift,,,research/campaigns/archive/nq_fomc_pre_announcement_drift/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,5,0,
nq_gao_last_half_hour_orderflow_confirmation,NQ Gao last-half-hour orderflow confirmation,last_half_hour_orderflow_confirmed_intraday_momentum,research/campaigns/archive/nq_gao_last_half_hour_orderflow_confirmation/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,5,0,
