timestamp,campaign_id,variant_id,instrument,timeframe,edge,variant_mechanic,parameter_space,data_scope,config_path,report_path,stage,result,decision,failure_reason,rescue_attempt
2026-06-16,es_overnight_return_late_day_momentum,positive_overnight_long_1530,ES,5m,Overnight return late-day momentum,"Rescue attempt 1 changed only declared parameter/fixed-parameter space; original mechanic retained. At the completed 15:25-15:30 ET bar, enter long only when the RTH open is above the prior RTH close by at least the threshold; flatten at 15:55 ET unless stop or target is hit.",entry.params.min_overnight_return_ticks=3 x sl.params.stop_pct=3 x tp.params.target_r_multiple=3,local_sierra_rth_ohlcv_cache,campaigns/es_overnight_return_late_day_momentum/rescue_attempts/parameter_space_rescue_1/positive_overnight_long_1530/config.yaml,backtest-campaigns/es_overnight_return_late_day_momentum/positive_overnight_long_1530/ES/rescue1/campaign_test_summary.json,limited_core_grid_test,failed,FAIL,profitable_combo_rate=0.0 below 0.70; top_net=-1865.0; top_trades=98; top_tpy=65.92368345323742; best_day_concentration=0.0,parameter_space_only
2026-06-16,es_overnight_return_late_day_momentum,two_sided_overnight_sign_continuation_1530,ES,5m,Overnight return late-day momentum,"Rescue attempt 1 changed only declared parameter/fixed-parameter space; original mechanic retained. At the completed 15:25-15:30 ET bar, enter in the direction of the RTH open versus prior RTH close when the overnight return exceeds the threshold; flatten at 15:55 ET unless stop or target is hit.",entry.params.min_overnight_return_ticks=3 x sl.params.stop_pct=3 x tp.params.target_r_multiple=3,local_sierra_rth_ohlcv_cache,campaigns/es_overnight_return_late_day_momentum/rescue_attempts/parameter_space_rescue_1/two_sided_overnight_sign_continuation_1530/config.yaml,backtest-campaigns/es_overnight_return_late_day_momentum/two_sided_overnight_sign_continuation_1530/ES/rescue1/campaign_test_summary.json,limited_core_grid_test,failed,FAIL,profitable_combo_rate=0.0 below 0.70; top_net=-4370.0; top_trades=174; top_tpy=117.04817266187051; best_day_concentration=0.0,parameter_space_only
2026-06-16,es_overnight_return_late_day_momentum,,ES,5m,Overnight return late-day momentum,Campaign aggregate: five overnight-return late-day variants plus one parameter-space/fixed-parameter rescue per failed variant.,"3 variants x 27 combos, 2 variants x 81 combos; matching rescues",local_sierra_rth_ohlcv_cache,campaigns/es_overnight_return_late_day_momentum/campaign.yaml,backtest-campaigns/es_overnight_return_late_day_momentum/campaign_test_summary.json,campaign_aggregate,completed,FAIL,"All five overnight-return late-day originals and all five one-time parameter-space/fixed-parameter rescues failed limited_core_grid_test. No run reached monkey, WFA, Monte Carlo, simulated incubation, or frozen validation.",per_failed_variant_rescue_completed
2026-06-16,es_prior_level_delta_dislocation,pdh_buy_absorption_long,ES,1m,Prior-level delta dislocation,"From 10:30 through 15:30 ET, enter long when price is freshly above the prior RTH high while the completed rolling 60-minute price return is negative and signed trade flow is positive; flatten at 15:55 ET unless stop or target is hit.",entry.params.min_close_above_prev_high_ticks=3 x entry.params.min_hour_delta=3 x sl.params.stop_pct=3 x tp.params.target_r_multiple=3,local_sierra_rth_trade_orderflow_cache,campaigns/es_prior_level_delta_dislocation/variants/pdh_buy_absorption_long/config.yaml,backtest-campaigns/es_prior_level_delta_dislocation/pdh_buy_absorption_long/ES/run1/campaign_test_summary.json,limited_core_grid_test,failed,FAIL,profitable_combo_rate=0.0 below 0.70; top_net=0.0; top_trades=0; top_tpy=0.0; best_day_concentration=0.0,none
2026-06-16,es_prior_level_delta_dislocation,pdh_buy_absorption_long,ES,1m,Prior-level delta dislocation,"Rescue attempt 1 changed only declared parameter space/fixed parameters; original mechanic retained. From 10:30 through 15:30 ET, enter long when price is freshly above the prior RTH high while the completed rolling 60-minute price return is negative and signed trade flow is positive; flatten at 15:55 ET unless stop or target is hit.",entry.params.min_close_above_prev_high_ticks=3 x entry.params.min_hour_delta=3 x sl.params.stop_pct=3 x tp.params.target_r_multiple=3,local_sierra_rth_trade_orderflow_cache,campaigns/es_prior_level_delta_dislocation/rescue_attempts/parameter_space_rescue_1/pdh_buy_absorption_long/config.yaml,backtest-campaigns/es_prior_level_delta_dislocation/pdh_buy_absorption_long/ES/rescue1/campaign_test_summary.json,limited_core_grid_test,failed,FAIL,profitable_combo_rate=0.06172839506172839 below 0.70; top_net=102.5; top_trades=12; top_tpy=8.628577912605763; best_day_concentration=0.926829268292683,parameter_space_only
2026-06-16,es_prior_level_delta_dislocation,pdh_buy_exhaustion_short,ES,1m,Prior-level delta dislocation,"From 10:30 through 15:30 ET, enter short when price is freshly above the prior RTH high but the completed rolling 60-minute return is negative despite positive signed trade flow; flatten at 15:55 ET unless stop or target is hit.",entry.params.min_close_above_prev_high_ticks=3 x entry.params.min_hour_delta=3 x sl.params.stop_pct=3 x tp.params.target_r_multiple=3,local_sierra_rth_trade_orderflow_cache,campaigns/es_prior_level_delta_dislocation/variants/pdh_buy_exhaustion_short/config.yaml,backtest-campaigns/es_prior_level_delta_dislocation/pdh_buy_exhaustion_short/ES/run1/campaign_test_summary.json,limited_core_grid_test,failed,FAIL,profitable_combo_rate=0.0 below 0.70; top_net=0.0; top_trades=0; top_tpy=0.0; best_day_concentration=0.0,none
2026-06-16,es_prior_level_delta_dislocation,pdh_buy_exhaustion_short,ES,1m,Prior-level delta dislocation,"Rescue attempt 1 changed only declared parameter space/fixed parameters; original mechanic retained. From 10:30 through 15:30 ET, enter short when price is freshly above the prior RTH high but the completed rolling 60-minute return is negative despite positive signed trade flow; flatten at 15:55 ET unless stop or target is hit.",entry.params.min_close_above_prev_high_ticks=3 x entry.params.min_hour_delta=3 x sl.params.stop_pct=3 x tp.params.target_r_multiple=3,local_sierra_rth_trade_orderflow_cache,campaigns/es_prior_level_delta_dislocation/rescue_attempts/parameter_space_rescue_1/pdh_buy_exhaustion_short/config.yaml,backtest-campaigns/es_prior_level_delta_dislocation/pdh_buy_exhaustion_short/ES/rescue1/campaign_test_summary.json,limited_core_grid_test,failed,FAIL,profitable_combo_rate=0.0 below 0.70; top_net=-107.5; top_trades=9; top_tpy=7.026040182388145; best_day_concentration=0.0,parameter_space_only
2026-06-16,es_prior_level_delta_dislocation,pdl_sell_absorption_long,ES,1m,Prior-level delta dislocation,"From 10:30 through 15:30 ET, enter long when price is freshly below the prior RTH low while the completed rolling 60-minute price return is positive and signed trade flow is negative; flatten at 15:55 ET unless stop or target is hit.",entry.params.min_close_above_prev_high_ticks=3 x entry.params.min_hour_delta=3 x sl.params.stop_pct=3 x tp.params.target_r_multiple=3,local_sierra_rth_trade_orderflow_cache,campaigns/es_prior_level_delta_dislocation/variants/pdl_sell_absorption_long/config.yaml,backtest-campaigns/es_prior_level_delta_dislocation/pdl_sell_absorption_long/ES/run1/campaign_test_summary.json,limited_core_grid_test,failed,FAIL,profitable_combo_rate=0.0 below 0.70; top_net=0.0; top_trades=0; top_tpy=0.0; best_day_concentration=0.0,none
2026-06-16,es_prior_level_delta_dislocation,pdl_sell_absorption_long,ES,1m,Prior-level delta dislocation,"Rescue attempt 1 changed only declared parameter space/fixed parameters; original mechanic retained. From 10:30 through 15:30 ET, enter long when price is freshly below the prior RTH low while the completed rolling 60-minute price return is positive and signed trade flow is negative; flatten at 15:55 ET unless stop or target is hit.",entry.params.min_close_above_prev_high_ticks=3 x entry.params.min_hour_delta=3 x sl.params.stop_pct=3 x tp.params.target_r_multiple=3,local_sierra_rth_trade_orderflow_cache,campaigns/es_prior_level_delta_dislocation/rescue_attempts/parameter_space_rescue_1/pdl_sell_absorption_long/config.yaml,backtest-campaigns/es_prior_level_delta_dislocation/pdl_sell_absorption_long/ES/rescue1/campaign_test_summary.json,limited_core_grid_test,failed,FAIL,profitable_combo_rate=0.5555555555555556 below 0.70; top_net=437.5; top_trades=15; top_tpy=12.746651931773567; best_day_concentration=0.36,parameter_space_only
2026-06-16,es_prior_level_delta_dislocation,pdl_sell_pressure_short,ES,1m,Prior-level delta dislocation,"From 10:30 through 15:30 ET, enter short when price is freshly below the prior RTH low while the completed rolling 60-minute price return is positive but signed trade flow is negative; flatten at 15:55 ET unless stop or target is hit.",entry.params.min_close_above_prev_high_ticks=3 x entry.params.min_hour_delta=3 x sl.params.stop_pct=3 x tp.params.target_r_multiple=3,local_sierra_rth_trade_orderflow_cache,campaigns/es_prior_level_delta_dislocation/variants/pdl_sell_pressure_short/config.yaml,backtest-campaigns/es_prior_level_delta_dislocation/pdl_sell_pressure_short/ES/run1/campaign_test_summary.json,limited_core_grid_test,failed,FAIL,profitable_combo_rate=0.0 below 0.70; top_net=0.0; top_trades=0; top_tpy=0.0; best_day_concentration=0.0,none
2026-06-16,es_prior_level_delta_dislocation,pdl_sell_pressure_short,ES,1m,Prior-level delta dislocation,"Rescue attempt 1 changed only declared parameter space/fixed parameters; original mechanic retained. From 10:30 through 15:30 ET, enter short when price is freshly below the prior RTH low while the completed rolling 60-minute price return is positive but signed trade flow is negative; flatten at 15:55 ET unless stop or target is hit.",entry.params.min_close_above_prev_high_ticks=3 x entry.params.min_hour_delta=3 x sl.params.stop_pct=3 x tp.params.target_r_multiple=3,local_sierra_rth_trade_orderflow_cache,campaigns/es_prior_level_delta_dislocation/rescue_attempts/parameter_space_rescue_1/pdl_sell_pressure_short/config.yaml,backtest-campaigns/es_prior_level_delta_dislocation/pdl_sell_pressure_short/ES/rescue1/campaign_test_summary.json,limited_core_grid_test,failed,FAIL,profitable_combo_rate=0.0 below 0.70; top_net=-717.5; top_trades=16; top_tpy=13.596582500177727; best_day_concentration=0.0,parameter_space_only
2026-06-16,es_prior_level_delta_dislocation,two_sided_auto_level_fade,ES,1m,Prior-level delta dislocation,"From 10:30 through 14:30 ET, fade fresh prior-level dislocation on either side: short above the prior RTH high with negative return and positive delta, or long below the prior RTH low with positive return and negative delta; flatten at 15:55 ET unless stop or target is hit.",entry.params.min_close_above_prev_high_ticks=3 x entry.params.min_hour_delta=3 x sl.params.stop_pct=3 x tp.params.target_r_multiple=3,local_sierra_rth_trade_orderflow_cache,campaigns/es_prior_level_delta_dislocation/variants/two_sided_auto_level_fade/config.yaml,backtest-campaigns/es_prior_level_delta_dislocation/two_sided_auto_level_fade/ES/run1/campaign_test_summary.json,limited_core_grid_test,failed,FAIL,profitable_combo_rate=0.0 below 0.70; top_net=0.0; top_trades=0; top_tpy=0.0; best_day_concentration=0.0,none
2026-06-16,es_prior_level_delta_dislocation,two_sided_auto_level_fade,ES,1m,Prior-level delta dislocation,"Rescue attempt 1 changed only declared parameter space/fixed parameters; original mechanic retained. From 10:30 through 14:30 ET, fade fresh prior-level dislocation on either side: short above the prior RTH high with negative return and positive delta, or long below the prior RTH low with positive return and negative delta; flatten at 15:55 ET unless stop or target is hit.",entry.params.min_close_above_prev_high_ticks=3 x entry.params.min_hour_delta=3 x sl.params.stop_pct=3 x tp.params.target_r_multiple=3,local_sierra_rth_trade_orderflow_cache,campaigns/es_prior_level_delta_dislocation/rescue_attempts/parameter_space_rescue_1/two_sided_auto_level_fade/config.yaml,backtest-campaigns/es_prior_level_delta_dislocation/two_sided_auto_level_fade/ES/rescue1/campaign_test_summary.json,limited_core_grid_test,failed,FAIL,profitable_combo_rate=0.0 below 0.70; top_net=-114.375; top_trades=16; top_tpy=13.596758244954147; best_day_concentration=0.0,parameter_space_only
2026-06-16,es_prior_level_delta_dislocation,,ES,1m,Prior-level delta dislocation,Campaign aggregate: five prior-level delta-dislocation variants plus one parameter-space/fixed-parameter rescue per failed variant.,5 original x 81 combos; 5 rescue x 81 combos,local_sierra_rth_trade_orderflow_cache,campaigns/es_prior_level_delta_dislocation/campaign.yaml,backtest-campaigns/es_prior_level_delta_dislocation/campaign_test_summary.json,campaign_aggregate,completed,FAIL,"All five originals and all five one-time rescues failed limited_core_grid_test; no run reached monkey, WFA, Monte Carlo, simulated incubation, or frozen validation.",per_failed_variant_rescue_completed
2026-06-16,es_orderflow_absorption_exhaustion_reversal,early_5m_absorption_fade_1000,ES,1m,Orderflow absorption exhaustion reversal,"At 10:00 ET, use the completed 09:55-09:59 rolling 5-minute orderflow window. If same-clock signed-flow rank is extreme and effort-vs-result rank is high but absolute return is small, fade the flow direction at the next 1-minute bar open; flatten at 10:45 ET unless stop or target is hit.",entry.params.pressure_rank_threshold=3 x entry.params.max_abs_return_ticks_or_effort_rank_threshold=3 x sl.params.stop_pct=3 x tp.params.target_r_multiple=3,local_sierra_rth_trade_orderflow_same_clock_rank_cache,campaigns/es_orderflow_absorption_exhaustion_reversal/variants/early_5m_absorption_fade_1000/config.yaml,backtest-campaigns/es_orderflow_absorption_exhaustion_reversal/early_5m_absorption_fade_1000/ES/run1/campaign_test_summary.json,limited_core_grid_test,failed,FAIL,profitable_combo_rate=0.6666666666666666 below 0.70; top_net=1932.5; top_trades=16; top_tpy=13.528343198500453; best_day_concentration=0.20439844760672704,none
2026-06-16,es_orderflow_absorption_exhaustion_reversal,early_5m_absorption_fade_1000,ES,1m,Orderflow absorption exhaustion reversal,"Rescue attempt 1 changed only declared parameter space/fixed parameters; original mechanic retained. At 10:00 ET, use the completed 09:55-09:59 rolling 5-minute orderflow window. If same-clock signed-flow rank is extreme and effort-vs-result rank is high but absolute return is small, fade the flow direction at the next 1-minute bar open; flatten at 10:45 ET unless stop or target is hit.",entry.params.pressure_rank_threshold=3 x entry.params.max_abs_return_ticks_or_effort_rank_threshold=3 x sl.params.stop_pct=3 x tp.params.target_r_multiple=3,local_sierra_rth_trade_orderflow_same_clock_rank_cache,campaigns/es_orderflow_absorption_exhaustion_reversal/rescue_attempts/parameter_space_rescue_1/early_5m_absorption_fade_1000/config.yaml,backtest-campaigns/es_orderflow_absorption_exhaustion_reversal/early_5m_absorption_fade_1000/ES/rescue1/campaign_test_summary.json,limited_core_grid_test,failed,FAIL,profitable_combo_rate=0.3950617283950617 below 0.70; top_net=917.5; top_trades=14; top_tpy=11.14148369730505; best_day_concentration=0.12397820163487738,parameter_space_only
2026-06-16,es_orderflow_absorption_exhaustion_reversal,late_morning_15m_absorption_fade_1130,ES,1m,Orderflow absorption exhaustion reversal,"At 11:30 ET, use the completed rolling 15-minute orderflow window. If same-clock signed-flow rank is extreme and effort-vs-result rank is high but absolute return is small, fade the flow direction at the next 1-minute bar open; flatten at 12:30 ET unless stop or target is hit.",entry.params.pressure_rank_threshold=3 x entry.params.max_abs_return_ticks_or_effort_rank_threshold=3 x sl.params.stop_pct=3 x tp.params.target_r_multiple=3,local_sierra_rth_trade_orderflow_same_clock_rank_cache,campaigns/es_orderflow_absorption_exhaustion_reversal/variants/late_morning_15m_absorption_fade_1130/config.yaml,backtest-campaigns/es_orderflow_absorption_exhaustion_reversal/late_morning_15m_absorption_fade_1130/ES/run1/campaign_test_summary.json,limited_monkey_test,failed,FAIL,failed limited_monkey_test; profitable_combo_rate=0.9382716049382716; monkey_profitable_rate=0.25; monkey_median_net=-190.0; trade_path_profitable_rate=0.99; one_tick_worse_profitable=True; top_net=931.25; top_trades=10; best_day_concentration=0.26308724832214764,none
2026-06-16,es_orderflow_absorption_exhaustion_reversal,late_morning_15m_absorption_fade_1130,ES,1m,Orderflow absorption exhaustion reversal,"Rescue attempt 1 changed only declared parameter space/fixed parameters; original mechanic retained. At 11:30 ET, use the completed rolling 15-minute orderflow window. If same-clock signed-flow rank is extreme and effort-vs-result rank is high but absolute return is small, fade the flow direction at the next 1-minute bar open; flatten at 12:30 ET unless stop or target is hit.",entry.params.pressure_rank_threshold=3 x entry.params.max_abs_return_ticks_or_effort_rank_threshold=3 x sl.params.stop_pct=3 x tp.params.target_r_multiple=3,local_sierra_rth_trade_orderflow_same_clock_rank_cache,campaigns/es_orderflow_absorption_exhaustion_reversal/rescue_attempts/parameter_space_rescue_1/late_morning_15m_absorption_fade_1130/config.yaml,backtest-campaigns/es_orderflow_absorption_exhaustion_reversal/late_morning_15m_absorption_fade_1130/ES/rescue1/campaign_test_summary.json,limited_core_grid_test,failed,FAIL,profitable_combo_rate=0.6296296296296297 below 0.70; top_net=772.5; top_trades=13; top_tpy=10.390706919661175; best_day_concentration=0.20388349514563106,parameter_space_only
2026-06-16,es_orderflow_absorption_exhaustion_reversal,midday_30m_absorption_fade_1230,ES,1m,Orderflow absorption exhaustion reversal,"At 12:30 ET, use the completed rolling 30-minute orderflow window. If same-clock signed-flow rank is extreme and effort-vs-result rank is high but absolute return is small, fade the flow direction at the next 1-minute bar open; flatten at 13:30 ET unless stop or target is hit.",entry.params.pressure_rank_threshold=3 x entry.params.max_abs_return_ticks_or_effort_rank_threshold=3 x sl.params.stop_pct=3 x tp.params.target_r_multiple=3,local_sierra_rth_trade_orderflow_same_clock_rank_cache,campaigns/es_orderflow_absorption_exhaustion_reversal/variants/midday_30m_absorption_fade_1230/config.yaml,backtest-campaigns/es_orderflow_absorption_exhaustion_reversal/midday_30m_absorption_fade_1230/ES/run1/campaign_test_summary.json,limited_core_grid_test,failed,FAIL,profitable_combo_rate=0.0 below 0.70; top_net=-98.75; top_trades=6; top_tpy=4.9585576978977945; best_day_concentration=0.0,none
2026-06-16,es_orderflow_absorption_exhaustion_reversal,midday_30m_absorption_fade_1230,ES,1m,Orderflow absorption exhaustion reversal,"Rescue attempt 1 changed only declared parameter space/fixed parameters; original mechanic retained. At 12:30 ET, use the completed rolling 30-minute orderflow window. If same-clock signed-flow rank is extreme and effort-vs-result rank is high but absolute return is small, fade the flow direction at the next 1-minute bar open; flatten at 13:30 ET unless stop or target is hit.",entry.params.pressure_rank_threshold=3 x entry.params.max_abs_return_ticks_or_effort_rank_threshold=3 x sl.params.stop_pct=3 x tp.params.target_r_multiple=3,local_sierra_rth_trade_orderflow_same_clock_rank_cache,campaigns/es_orderflow_absorption_exhaustion_reversal/rescue_attempts/parameter_space_rescue_1/midday_30m_absorption_fade_1230/config.yaml,backtest-campaigns/es_orderflow_absorption_exhaustion_reversal/midday_30m_absorption_fade_1230/ES/rescue1/campaign_test_summary.json,limited_core_grid_test,failed,FAIL,profitable_combo_rate=0.0 below 0.70; top_net=-192.5; top_trades=6; top_tpy=5.676848354020507; best_day_concentration=0.0,parameter_space_only
2026-06-16,es_orderflow_absorption_exhaustion_reversal,afternoon_60m_absorption_fade_1400,ES,1m,Orderflow absorption exhaustion reversal,"At 14:00 ET, use the completed rolling 60-minute orderflow window. If same-clock signed-flow rank is extreme and effort-vs-result rank is high but absolute return is small, fade the flow direction at the next 1-minute bar open; flatten at 15:00 ET unless stop or target is hit.",entry.params.pressure_rank_threshold=3 x entry.params.max_abs_return_ticks_or_effort_rank_threshold=3 x sl.params.stop_pct=3 x tp.params.target_r_multiple=3,local_sierra_rth_trade_orderflow_same_clock_rank_cache,campaigns/es_orderflow_absorption_exhaustion_reversal/variants/afternoon_60m_absorption_fade_1400/config.yaml,backtest-campaigns/es_orderflow_absorption_exhaustion_reversal/afternoon_60m_absorption_fade_1400/ES/run1/campaign_test_summary.json,limited_core_grid_test,failed,FAIL,profitable_combo_rate=0.0 below 0.70; top_net=-2.5; top_trades=3; top_tpy=3.381074826433531; best_day_concentration=0.0,none
2026-06-16,es_orderflow_absorption_exhaustion_reversal,afternoon_60m_absorption_fade_1400,ES,1m,Orderflow absorption exhaustion reversal,"Rescue attempt 1 changed only declared parameter space/fixed parameters; original mechanic retained. At 14:00 ET, use the completed rolling 60-minute orderflow window. If same-clock signed-flow rank is extreme and effort-vs-result rank is high but absolute return is small, fade the flow direction at the next 1-minute bar open; flatten at 15:00 ET unless stop or target is hit.",entry.params.pressure_rank_threshold=3 x entry.params.max_abs_return_ticks_or_effort_rank_threshold=3 x sl.params.stop_pct=3 x tp.params.target_r_multiple=3,local_sierra_rth_trade_orderflow_same_clock_rank_cache,campaigns/es_orderflow_absorption_exhaustion_reversal/rescue_attempts/parameter_space_rescue_1/afternoon_60m_absorption_fade_1400/config.yaml,backtest-campaigns/es_orderflow_absorption_exhaustion_reversal/afternoon_60m_absorption_fade_1400/ES/rescue1/campaign_test_summary.json,limited_core_grid_test,failed,FAIL,profitable_combo_rate=0.012345679012345678 below 0.70; top_net=15.0; top_trades=2; top_tpy=10.429506246281974; best_day_concentration=2.1666666666666665,parameter_space_only
2026-06-16,es_orderflow_absorption_exhaustion_reversal,late_30m_absorption_fade_1500,ES,1m,Orderflow absorption exhaustion reversal,"At 15:00 ET, use the completed rolling 30-minute orderflow window. If same-clock signed-flow rank is extreme and effort-vs-result rank is high but absolute return is small, fade the flow direction at the next 1-minute bar open; flatten at 15:45 ET unless stop or target is hit.",entry.params.pressure_rank_threshold=3 x entry.params.max_abs_return_ticks_or_effort_rank_threshold=3 x sl.params.stop_pct=3 x tp.params.target_r_multiple=3,local_sierra_rth_trade_orderflow_same_clock_rank_cache,campaigns/es_orderflow_absorption_exhaustion_reversal/variants/late_30m_absorption_fade_1500/config.yaml,backtest-campaigns/es_orderflow_absorption_exhaustion_reversal/late_30m_absorption_fade_1500/ES/run1/campaign_test_summary.json,limited_core_grid_test,failed,FAIL,profitable_combo_rate=0.0 below 0.70; top_net=-60.0; top_trades=2; top_tpy=4.683713951137846; best_day_concentration=0.0,none
2026-06-16,es_orderflow_absorption_exhaustion_reversal,late_30m_absorption_fade_1500,ES,1m,Orderflow absorption exhaustion reversal,"Rescue attempt 1 changed only declared parameter space/fixed parameters; original mechanic retained. At 15:00 ET, use the completed rolling 30-minute orderflow window. If same-clock signed-flow rank is extreme and effort-vs-result rank is high but absolute return is small, fade the flow direction at the next 1-minute bar open; flatten at 15:45 ET unless stop or target is hit.",entry.params.pressure_rank_threshold=3 x entry.params.max_abs_return_ticks_or_effort_rank_threshold=3 x sl.params.stop_pct=3 x tp.params.target_r_multiple=3,local_sierra_rth_trade_orderflow_same_clock_rank_cache,campaigns/es_orderflow_absorption_exhaustion_reversal/rescue_attempts/parameter_space_rescue_1/late_30m_absorption_fade_1500/config.yaml,backtest-campaigns/es_orderflow_absorption_exhaustion_reversal/late_30m_absorption_fade_1500/ES/rescue1/campaign_test_summary.json,limited_core_grid_test,failed,FAIL,profitable_combo_rate=0.25925925925925924 below 0.70; top_net=117.5; top_trades=4; top_tpy=4.334909596662031; best_day_concentration=0.7021276595744681,parameter_space_only
2026-06-16,es_orderflow_absorption_exhaustion_reversal,,ES,1m,Orderflow absorption exhaustion reversal,Campaign aggregate: five same-clock orderflow absorption/exhaustion variants plus one parameter-space/fixed-parameter rescue per failed variant.,5 original x 81 combos; 5 rescue x 81 combos,local_sierra_rth_trade_orderflow_same_clock_rank_cache,campaigns/es_orderflow_absorption_exhaustion_reversal/campaign.yaml,backtest-campaigns/es_orderflow_absorption_exhaustion_reversal/campaign_test_summary.json,campaign_aggregate,completed,FAIL,All five originals and all five one-time rescues failed before WFA; one original failed limited_monkey_test and all other valid runs failed limited_core_grid_test.,per_failed_variant_rescue_completed
2026-06-16,active_only_duplicate_exhaustion_audit,,ES,mixed,Local active-only duplicate exhaustion,Reviewed active campaigns and local modules after excluding archived tests; remaining local modules either map to active rejected edges or retained external-data branches.,not_applicable,local_cache_only,research_artifacts/es_goal_continuation_audit_20260615.md,research_artifacts/local_no_duplicate_data_gate_audit_20260615.md,continuation_audit,completed,FAIL,"Active sweep: 22 campaigns, 110 source variants, 110 rescues, 238 raw reports, 0 passes, 0 missing rescue1; quote liquidity and long ES/MES branches remain data-gated; no paid data pulled.",not_applicable
2026-06-16,es_day_of_week_seasonality,friday_late_preweekend_long_1300,ES,5m,Day-of-week seasonality,"Day-of-week calendar signal using known weekday, fixed signal time, next-bar entry, stop/target, and same-day forced flatten.",sl.params.stop_pct=3 x tp.params.target_r_multiple=3,local_sierra_rth_ohlcv_cache,campaigns/es_day_of_week_seasonality/variants/friday_late_preweekend_long_1300/config.yaml,backtest-campaigns/es_day_of_week_seasonality/friday_late_preweekend_long_1300/ES/run1/campaign_test_summary.json,limited_core_grid_test,failed,FAIL,profitable_combo_rate=0.0 below 0.70; top_net=-2327.5; top_trades=73; top_tpy=49.466402983824736; best_day_concentration=0.0,none
2026-06-16,es_day_of_week_seasonality,friday_late_preweekend_long_1300,ES,5m,Day-of-week seasonality,Rescue attempt 1 changed only stop/target parameter space; original day-of-week mechanic retained.,sl.params.stop_pct=3 x tp.params.target_r_multiple=3,local_sierra_rth_ohlcv_cache,campaigns/es_day_of_week_seasonality/rescue_attempts/parameter_space_rescue_1/friday_late_preweekend_long_1300/config.yaml,backtest-campaigns/es_day_of_week_seasonality/friday_late_preweekend_long_1300/ES/rescue1/campaign_test_summary.json,limited_core_grid_test,failed,FAIL,profitable_combo_rate=0.0 below 0.70; top_net=-2102.5; top_trades=73; top_tpy=49.466402983824736; best_day_concentration=0.0,parameter_space_only
2026-06-16,es_day_of_week_seasonality,friday_open_preweekend_long_0935,ES,5m,Day-of-week seasonality,"Day-of-week calendar signal using known weekday, fixed signal time, next-bar entry, stop/target, and same-day forced flatten.",sl.params.stop_pct=3 x tp.params.target_r_multiple=3,local_sierra_rth_ohlcv_cache,campaigns/es_day_of_week_seasonality/variants/friday_open_preweekend_long_0935/config.yaml,backtest-campaigns/es_day_of_week_seasonality/friday_open_preweekend_long_0935/ES/run1/campaign_test_summary.json,limited_core_grid_test,failed,FAIL,profitable_combo_rate=0.0 below 0.70; top_net=-2695.0; top_trades=74; top_tpy=50.13078478599673; best_day_concentration=0.0,none
2026-06-16,es_day_of_week_seasonality,friday_open_preweekend_long_0935,ES,5m,Day-of-week seasonality,Rescue attempt 1 changed only stop/target parameter space; original day-of-week mechanic retained.,sl.params.stop_pct=3 x tp.params.target_r_multiple=3,local_sierra_rth_ohlcv_cache,campaigns/es_day_of_week_seasonality/rescue_attempts/parameter_space_rescue_1/friday_open_preweekend_long_0935/config.yaml,backtest-campaigns/es_day_of_week_seasonality/friday_open_preweekend_long_0935/ES/rescue1/campaign_test_summary.json,limited_core_grid_test,failed,FAIL,profitable_combo_rate=0.0 below 0.70; top_net=-1314.375; top_trades=46; top_tpy=32.005397253750296; best_day_concentration=0.0,parameter_space_only
2026-06-16,es_day_of_week_seasonality,mon_fri_polarity_pair_1000,ES,5m,Day-of-week seasonality,"Day-of-week calendar signal using known weekday, fixed signal time, next-bar entry, stop/target, and same-day forced flatten.",sl.params.stop_pct=3 x tp.params.target_r_multiple=3,local_sierra_rth_ohlcv_cache,campaigns/es_day_of_week_seasonality/variants/mon_fri_polarity_pair_1000/config.yaml,backtest-campaigns/es_day_of_week_seasonality/mon_fri_polarity_pair_1000/ES/run1/campaign_test_summary.json,limited_core_grid_test,failed,FAIL,profitable_combo_rate=0.0 below 0.70; top_net=-2612.5; top_trades=130; top_tpy=86.97092268946042; best_day_concentration=0.0,none
2026-06-16,es_day_of_week_seasonality,mon_fri_polarity_pair_1000,ES,5m,Day-of-week seasonality,Rescue attempt 1 changed only stop/target parameter space; original day-of-week mechanic retained.,sl.params.stop_pct=3 x tp.params.target_r_multiple=3,local_sierra_rth_ohlcv_cache,campaigns/es_day_of_week_seasonality/rescue_attempts/parameter_space_rescue_1/mon_fri_polarity_pair_1000/config.yaml,backtest-campaigns/es_day_of_week_seasonality/mon_fri_polarity_pair_1000/ES/rescue1/campaign_test_summary.json,limited_core_grid_test,failed,FAIL,profitable_combo_rate=0.0 below 0.70; top_net=-2900.0; top_trades=105; top_tpy=70.24574524917958; best_day_concentration=0.0,parameter_space_only
2026-06-16,es_day_of_week_seasonality,monday_late_weekend_short_1100,ES,5m,Day-of-week seasonality,"Day-of-week calendar signal using known weekday, fixed signal time, next-bar entry, stop/target, and same-day forced flatten.",sl.params.stop_pct=3 x tp.params.target_r_multiple=3,local_sierra_rth_ohlcv_cache,campaigns/es_day_of_week_seasonality/variants/monday_late_weekend_short_1100/config.yaml,backtest-campaigns/es_day_of_week_seasonality/monday_late_weekend_short_1100/ES/run1/campaign_test_summary.json,limited_core_grid_test,failed,FAIL,profitable_combo_rate=0.0 below 0.70; top_net=-3055.0; top_trades=66; top_tpy=44.13790648145205; best_day_concentration=0.0,none
